DATE,PM2.5,PM10,HCHO,TVOC,TEMP,HUMI,UNIT
2023-09-16 01:15:22, 1.5, 2.4,0.07,0.31, 25, 67,C
2023-09-16 01:16:22, 1.4, 2.4,0.10,0.51, 25, 64,C
2023-09-16 01:17:22, 1.6, 2.8,0.11,0.53, 25, 64,C
2023-09-16 01:18:22, 0.9, 1.7,0.11,0.54, 25, 63,C
2023-09-16 01:19:22, 1.1, 1.8,0.11,0.52, 25, 61,C
2023-09-16 01:20:22, 0.8, 1.4,0.10,0.51, 25, 59,C
2023-09-16 01:21:22, 0.6, 1.1,0.11,0.51, 26, 59,C
2023-09-16 01:22:22, 0.8, 1.4,0.11,0.51, 26, 58,C
2023-09-16 01:23:22, 0.6, 1.0,0.10,0.51, 26, 58,C
2023-09-16 01:24:22, 0.6, 1.1,0.10,0.51, 26, 57,C
2023-09-16 01:25:22, 0.9, 1.6,0.11,0.52, 26, 57,C
2023-09-16 01:26:22, 3.2, 3.6,0.10,0.51, 26, 56,C
2023-09-16 01:27:22, 1.1, 1.5,0.10,0.51, 26, 56,C
2023-09-16 01:28:22, 0.6, 1.0,0.10,0.50, 26, 56,C
2023-09-16 01:29:22, 0.7, 1.3,0.10,0.50, 26, 55,C
2023-09-16 01:30:22, 0.7, 1.3,0.10,0.50, 26, 55,C
2023-09-16 01:31:22, 0.6, 1.2,0.10,0.50, 26, 55,C
2023-09-16 01:32:22, 0.4, 0.7,0.10,0.49, 26, 54,C
2023-09-16 01:33:22, 1.0, 1.8,0.10,0.49, 26, 54,C
2023-09-16 01:34:22, 0.4, 0.6,0.10,0.48, 26, 54,C
2023-09-16 01:35:22, 0.6, 1.1,0.10,0.47, 26, 54,C
2023-09-16 01:36:22, 0.5, 0.8,0.10,0.47, 26, 53,C
2023-09-16 01:37:22, 0.2, 0.4,0.10,0.47, 26, 53,C
2023-09-16 01:38:22, 0.4, 0.8,0.09,0.46, 26, 53,C
2023-09-16 01:39:22, 0.6, 1.1,0.09,0.46, 26, 53,C
2023-09-16 01:40:22, 0.5, 0.8,0.09,0.45, 26, 53,C
2023-09-16 01:41:22, 0.6, 0.9,0.09,0.45, 26, 52,C
2023-09-16 01:42:22, 0.3, 0.6,0.09,0.44, 26, 52,C
2023-09-16 01:43:22, 0.5, 0.8,0.09,0.44, 26, 52,C
2023-09-16 01:44:22, 0.4, 0.7,0.09,0.43, 27, 52,C
2023-09-16 01:45:22, 0.4, 0.7,0.09,0.43, 27, 52,C
2023-09-16 01:46:22, 0.4, 0.8,0.09,0.42, 27, 52,C
2023-09-16 01:47:22, 0.5, 0.9,0.09,0.42, 27, 52,C
2023-09-16 01:48:22, 0.5, 0.8,0.08,0.41, 27, 52,C
2023-09-16 01:49:22, 0.5, 0.9,0.08,0.41, 27, 51,C
2023-09-16 01:50:22, 0.4, 0.7,0.08,0.40, 27, 51,C
2023-09-16 01:51:22, 0.5, 0.8,0.08,0.40, 27, 51,C
2023-09-16 01:52:22, 0.3, 0.5,0.08,0.39, 27, 51,C
2023-09-16 01:53:22, 0.5, 0.8,0.08,0.39, 27, 52,C
2023-09-16 01:54:22, 0.6, 0.9,0.08,0.39, 27, 52,C
2023-09-16 01:55:22, 0.4, 0.6,0.08,0.39, 27, 52,C
2023-09-16 01:56:22, 0.4, 0.5,0.08,0.40, 27, 52,C
2023-09-16 01:57:22, 4.3, 4.4,0.08,0.40, 27, 52,C
2023-09-16 01:58:22, 2.5, 2.7,0.08,0.41, 27, 53,C
2023-09-16 01:59:22, 1.1, 1.5,0.08,0.41, 27, 53,C
2023-09-16 02:00:22, 0.7, 1.2,0.08,0.41, 27, 54,C
2023-09-16 02:01:22, 0.5, 0.7,0.08,0.41, 27, 54,C
2023-09-16 02:02:22, 0.3, 0.4,0.08,0.41, 27, 54,C
2023-09-16 02:03:22, 0.4, 0.8,0.08,0.40, 27, 54,C
2023-09-16 02:04:22, 0.3, 0.6,0.08,0.40, 27, 54,C
2023-09-16 02:05:22, 0.4, 0.7,0.08,0.40, 27, 55,C
2023-09-16 02:06:22, 0.4, 0.8,0.08,0.40, 27, 55,C
2023-09-16 02:07:22, 0.5, 0.8,0.08,0.39, 27, 55,C
2023-09-16 02:08:22, 0.2, 0.3,0.08,0.39, 27, 55,C
2023-09-16 02:09:22, 0.4, 0.7,0.08,0.39, 27, 55,C
2023-09-16 02:10:22, 0.4, 0.6,0.08,0.38, 27, 55,C
2023-09-16 02:11:22, 0.2, 0.4,0.08,0.39, 27, 56,C
2023-09-16 02:12:22, 0.3, 0.4,0.08,0.38, 27, 55,C
2023-09-16 02:13:22, 0.2, 0.3,0.07,0.35, 27, 54,C
2023-09-16 02:14:22, 0.4, 0.7,0.07,0.34, 27, 53,C
2023-09-16 02:15:22, 0.5, 0.9,0.07,0.33, 27, 53,C
2023-09-16 02:16:22, 0.3, 0.5,0.07,0.33, 27, 53,C
2023-09-16 02:17:22, 0.4, 0.7,0.07,0.32, 27, 52,C
2023-09-16 02:18:22, 0.3, 0.6,0.07,0.32, 27, 52,C
2023-09-16 02:19:22, 0.4, 0.7,0.07,0.32, 27, 52,C
2023-09-16 02:20:22, 0.4, 0.7,0.07,0.32, 27, 52,C
2023-09-16 02:21:22, 0.2, 0.2,0.07,0.31, 27, 51,C
2023-09-16 02:22:22, 0.4, 0.7,0.07,0.31, 27, 51,C
2023-09-16 02:23:22, 0.2, 0.3,0.07,0.31, 27, 51,C
2023-09-16 02:24:22, 0.3, 0.5,0.07,0.31, 27, 51,C
2023-09-16 02:25:22, 0.3, 0.5,0.07,0.30, 27, 51,C
2023-09-16 02:26:22, 0.4, 0.8,0.07,0.30, 27, 51,C
2023-09-16 02:27:22, 0.3, 0.5,0.07,0.30, 27, 51,C
2023-09-16 02:28:22, 0.4, 0.7,0.07,0.29, 27, 51,C
2023-09-16 02:29:22, 0.4, 0.7,0.07,0.29, 27, 51,C
2023-09-16 02:30:22, 0.4, 0.6,0.07,0.29, 27, 51,C
2023-09-16 02:31:22, 0.5, 0.9,0.06,0.29, 27, 50,C
2023-09-16 02:32:22, 0.4, 0.6,0.06,0.29, 27, 50,C
2023-09-16 02:33:22, 0.3, 0.5,0.06,0.29, 27, 50,C
2023-09-16 02:34:22, 0.3, 0.4,0.06,0.28, 27, 50,C
2023-09-16 02:35:22, 0.3, 0.5,0.06,0.28, 27, 50,C
2023-09-16 02:36:22, 0.3, 0.5,0.06,0.28, 27, 50,C
2023-09-16 02:37:22, 0.2, 0.4,0.06,0.28, 27, 50,C
2023-09-16 02:38:22, 0.2, 0.4,0.06,0.28, 27, 50,C
2023-09-16 02:39:22, 0.3, 0.5,0.06,0.28, 27, 50,C
2023-09-16 02:40:22, 0.4, 0.7,0.06,0.27, 27, 50,C
2023-09-16 02:41:22, 0.4, 0.6,0.06,0.27, 27, 50,C
2023-09-16 02:42:22, 0.3, 0.5,0.06,0.26, 27, 50,C
2023-09-16 02:43:22, 0.3, 0.5,0.06,0.27, 27, 50,C
2023-09-16 02:44:22, 0.4, 0.8,0.06,0.28, 27, 51,C
2023-09-16 02:45:22, 0.3, 0.5,0.06,0.28, 27, 51,C
2023-09-16 02:46:22, 0.3, 0.5,0.06,0.28, 27, 51,C
2023-09-16 02:47:22, 0.3, 0.4,0.06,0.28, 27, 52,C
2023-09-16 02:48:22, 0.2, 0.2,0.06,0.29, 27, 52,C
2023-09-16 02:49:22, 0.2, 0.4,0.06,0.29, 27, 52,C
2023-09-16 02:50:22, 0.3, 0.4,0.06,0.29, 27, 52,C
2023-09-16 02:51:22, 0.2, 0.4,0.06,0.29, 27, 53,C
2023-09-16 02:52:22, 0.4, 0.7,0.06,0.29, 27, 53,C
2023-09-16 02:53:22, 0.4, 0.4,0.07,0.29, 27, 53,C
2023-09-16 02:54:22, 0.5, 0.7,0.06,0.29, 27, 53,C
2023-09-16 02:55:22, 0.3, 0.6,0.07,0.29, 27, 54,C
2023-09-16 02:56:22, 0.4, 0.6,0.06,0.29, 27, 54,C
2023-09-16 02:57:23, 0.4, 0.6,0.07,0.29, 27, 54,C
2023-09-16 02:58:23, 0.7, 0.9,0.06,0.29, 27, 54,C
2023-09-16 02:59:23, 5.1, 5.1,0.07,0.29, 27, 54,C
2023-09-16 03:00:23,36.5,36.7,0.07,0.29, 28, 55,C
2023-09-16 03:01:23,79.6,79.7,0.07,0.29, 28, 54,C
2023-09-16 03:02:23,66.4,66.7,0.07,0.30, 28, 55,C
2023-09-16 03:03:23,38.3,39.0,0.07,0.30, 28, 55,C
2023-09-16 03:04:23,22.3,22.5,0.07,0.30, 28, 55,C
2023-09-16 03:05:23,15.5,15.8,0.07,0.30, 28, 55,C
2023-09-16 03:06:23,11.8,12.0,0.07,0.30, 28, 55,C
2023-09-16 03:07:23, 8.5, 8.7,0.07,0.29, 28, 54,C
2023-09-16 03:08:23, 3.6, 4.2,0.06,0.27, 28, 53,C
2023-09-16 03:09:23, 1.6, 1.8,0.06,0.26, 28, 53,C
2023-09-16 03:10:23, 1.2, 1.3,0.06,0.26, 28, 53,C
2023-09-16 03:11:23, 1.4, 1.6,0.06,0.26, 28, 52,C
2023-09-16 03:12:23, 2.0, 2.3,0.06,0.25, 28, 52,C
2023-09-16 03:13:23, 2.9, 3.1,0.06,0.25, 28, 52,C
2023-09-16 03:14:23, 4.1, 4.4,0.06,0.25, 28, 51,C
2023-09-16 03:15:23, 5.8, 6.2,0.06,0.25, 28, 51,C
2023-09-16 03:16:23, 9.8, 9.9,0.06,0.25, 27, 51,C
2023-09-16 03:17:23,14.1,14.1,0.06,0.25, 27, 51,C
2023-09-16 03:18:23,17.6,17.8,0.06,0.24, 27, 51,C
2023-09-16 03:19:23,21.5,21.5,0.06,0.24, 27, 51,C
2023-09-16 03:20:23,27.5,27.6,0.06,0.24, 27, 51,C
2023-09-16 03:21:23,37.1,37.3,0.06,0.24, 27, 51,C
2023-09-16 03:22:23,46.9,47.0,0.06,0.24, 27, 50,C
2023-09-16 03:23:23,61.2,61.4,0.06,0.24, 27, 50,C
2023-09-16 03:24:23,71.0,71.1,0.06,0.24, 27, 50,C
2023-09-16 03:25:23,71.7,71.9,0.06,0.24, 27, 50,C
2023-09-16 03:26:23,38.9,39.3,0.06,0.24, 27, 50,C
2023-09-16 03:27:23, 9.6,10.8,0.06,0.24, 27, 50,C
2023-09-16 03:28:23, 1.2, 1.5,0.06,0.24, 27, 50,C
2023-09-16 03:29:23, 0.3, 0.4,0.06,0.24, 27, 50,C
2023-09-16 03:30:23, 0.3, 0.5,0.06,0.24, 27, 50,C
2023-09-16 03:31:23, 0.3, 0.4,0.06,0.23, 27, 50,C
2023-09-16 03:32:23, 0.4, 0.6,0.06,0.23, 27, 50,C
2023-09-16 03:33:23, 0.3, 0.5,0.06,0.24, 27, 50,C
2023-09-16 03:34:23, 0.2, 0.3,0.06,0.24, 27, 51,C
2023-09-16 03:35:23, 0.2, 0.3,0.06,0.25, 27, 51,C
2023-09-16 03:36:23, 0.3, 0.5,0.06,0.25, 27, 51,C
2023-09-16 03:37:23, 0.4, 0.6,0.06,0.26, 27, 52,C
2023-09-16 03:38:23, 4.4, 4.5,0.06,0.26, 27, 52,C
2023-09-16 03:39:23,34.3,34.5,0.06,0.26, 27, 52,C
2023-09-16 03:40:23,45.8,46.1,0.06,0.26, 27, 53,C
2023-09-16 03:41:23,39.9,40.0,0.06,0.27, 27, 53,C
2023-09-16 03:42:23,31.8,31.9,0.06,0.26, 27, 53,C
2023-09-16 03:43:23,27.0,27.1,0.06,0.27, 27, 53,C
2023-09-16 03:44:23,26.1,26.3,0.06,0.26, 27, 54,C
2023-09-16 03:45:23,25.5,25.7,0.06,0.27, 27, 54,C
2023-09-16 03:46:23,33.6,33.7,0.06,0.27, 27, 54,C
2023-09-16 03:47:23,39.0,39.0,0.06,0.27, 27, 54,C
2023-09-16 03:48:23,36.7,36.9,0.06,0.27, 28, 54,C
2023-09-16 03:49:23,34.4,34.6,0.06,0.27, 28, 54,C
2023-09-16 03:50:23,31.7,32.1,0.06,0.27, 28, 55,C
2023-09-16 03:51:23,28.7,29.1,0.06,0.27, 28, 55,C
2023-09-16 03:52:23,23.6,24.1,0.06,0.28, 28, 55,C
2023-09-16 03:53:23,18.5,18.7,0.06,0.28, 28, 55,C
2023-09-16 03:54:23,15.9,16.1,0.06,0.28, 28, 55,C
2023-09-16 03:55:23,14.1,14.4,0.06,0.28, 28, 55,C
2023-09-16 03:56:23,12.7,13.1,0.06,0.28, 28, 55,C
2023-09-16 03:57:23, 8.5, 8.8,0.06,0.25, 28, 54,C
2023-09-16 03:58:23, 5.3, 5.6,0.06,0.24, 28, 53,C
2023-09-16 03:59:23, 4.6, 4.8,0.06,0.24, 28, 53,C
2023-09-16 04:00:23, 4.6, 5.0,0.06,0.23, 28, 52,C
