DATE,PM2.5,PM10,HCHO,TVOC,TEMP,HUMI,UNIT
2023-07-23 11:57:05, 0.9, 1.5,0.02,0.09, 26, 55,C
2023-07-23 11:58:05, 0.9, 1.7,0.02,0.05, 26, 54,C
2023-07-23 11:59:05, 0.9, 1.4,0.02,0.08, 26, 54,C
2023-07-23 12:00:05, 0.7, 1.3,0.02,0.08, 26, 54,C
2023-07-23 12:01:05, 0.8, 1.3,0.02,0.09, 26, 54,C
2023-07-23 12:02:05, 0.8, 1.4,0.02,0.09, 26, 53,C
2023-07-23 12:03:05, 0.7, 1.3,0.02,0.09, 26, 53,C
2023-07-23 12:05:05, 1.0, 1.8,0.02,0.10, 26, 58,C
2023-07-23 12:06:05, 1.0, 1.8,0.03,0.10, 27, 53,C
2023-07-23 12:07:05, 2.3, 2.9,0.02,0.09, 27, 52,C
2023-07-23 12:09:05, 1.5, 2.6,0.02,0.09, 27, 52,C
2023-07-23 12:10:05, 1.5, 2.8,0.02,0.09, 27, 51,C
2023-07-23 12:11:05, 0.9, 1.7,0.02,0.09, 27, 51,C
2023-07-23 12:12:05, 1.3, 2.3,0.02,0.09, 27, 51,C
2023-07-23 12:13:05, 1.1, 1.4,0.02,0.09, 27, 51,C
2023-07-23 12:15:57, 5.6, 7.1,0.03,0.11, 27, 53,C
2023-07-23 15:55:41, 4.5, 4.8,0.01,0.04, 30, 46,C
2023-07-23 15:56:41, 5.0, 8.8,0.01,0.04, 30, 46,C
2023-07-23 15:57:41, 3.5, 6.2,0.02,0.10, 30, 46,C
2023-07-23 15:58:41, 4.0, 7.0,0.61,1.93, 29, 46,C
2023-07-23 15:59:41, 3.6, 6.0,0.17,0.68, 29, 46,C
2023-07-23 18:49:08, 5.1, 8.8,0.01,0.05, 27, 55,C
2023-07-23 18:54:47, 5.6,10.1,0.01,0.04, 27, 52,C
2023-07-23 18:55:47, 6.1,10.8,0.01,0.04, 27, 52,C
2023-07-23 18:57:47,14.7,20.6,0.01,0.04, 27, 52,C
2023-07-23 18:58:47, 7.8,13.7,0.01,0.04, 27, 52,C
2023-07-23 18:59:47, 5.4, 9.1,0.01,0.04, 27, 52,C
2023-07-23 19:00:47, 4.3, 7.7,0.01,0.04, 27, 51,C
2023-07-23 19:01:47, 5.2, 9.1,0.02,0.04, 27, 51,C
2023-07-23 19:02:47, 4.4, 7.8,0.02,0.04, 27, 51,C
2023-07-23 19:03:47, 5.6,10.1,0.02,0.04, 27, 51,C
2023-07-23 19:04:47, 4.6, 7.8,0.02,0.04, 27, 51,C
2023-07-23 19:05:47, 5.5, 8.5,0.02,0.04, 27, 51,C
2023-07-23 19:06:47, 9.4,11.7,0.02,0.04, 27, 51,C
2023-07-23 19:07:47,32.3,34.9,0.02,0.05, 27, 51,C
2023-07-23 19:08:47,65.5,68.4,0.02,0.04, 27, 51,C
2023-07-23 19:09:47,73.2,77.3,0.02,0.04, 27, 51,C
2023-07-23 19:10:47,54.5,60.3,0.02,0.04, 28, 52,C
2023-07-23 19:11:47,30.8,35.8,0.02,0.04, 28, 51,C
2023-07-23 19:12:47,20.7,26.5,0.02,0.04, 28, 51,C
2023-07-23 19:13:47,21.1,24.6,0.02,0.04, 28, 51,C
2023-07-23 19:14:47,20.6,25.5,0.01,0.04, 28, 51,C
2023-07-23 19:15:47,14.2,18.7,0.02,0.04, 28, 50,C
2023-07-23 19:16:47,11.1,14.6,0.01,0.04, 28, 50,C
2023-07-23 19:17:47, 8.8,12.3,0.01,0.04, 28, 50,C
2023-07-23 19:18:47, 7.4,10.8,0.01,0.04, 28, 49,C
2023-07-23 19:19:47, 5.8,10.1,0.01,0.04, 28, 49,C
2023-07-23 19:20:47, 4.5, 7.9,0.01,0.04, 28, 49,C
2023-07-23 19:21:47, 4.2, 7.5,0.01,0.04, 28, 49,C
2023-07-23 19:22:47, 4.3, 7.6,0.01,0.04, 28, 48,C
2023-07-23 19:23:47, 4.3, 7.7,0.01,0.04, 28, 48,C
2023-07-23 19:24:47, 4.5, 8.0,0.01,0.04, 28, 48,C
2023-07-23 19:25:47, 4.5, 8.2,0.01,0.05, 28, 48,C
2023-07-23 19:26:47, 4.9, 8.5,0.02,0.04, 28, 48,C
2023-07-23 19:27:47, 4.6, 8.4,0.02,0.04, 28, 48,C
2023-07-23 19:28:47, 4.7, 8.5,0.02,0.04, 28, 48,C
2023-07-23 19:29:47, 4.7, 8.0,0.02,0.04, 28, 48,C
2023-07-23 19:30:47, 6.0, 8.5,0.02,0.04, 28, 48,C
2023-07-23 19:31:47, 8.0,10.7,0.01,0.04, 28, 48,C
2023-07-23 19:32:47,10.7,13.1,0.02,0.04, 28, 48,C
2023-07-23 19:33:47,18.0,20.9,0.02,0.05, 28, 48,C
2023-07-23 19:34:47,27.1,30.1,0.02,0.08, 28, 47,C
2023-07-23 19:35:47,37.0,39.6,0.02,0.10, 28, 47,C
2023-07-23 19:36:47,41.8,45.1,0.03,0.11, 28, 47,C
2023-07-23 19:37:47,44.4,47.7,0.03,0.11, 28, 47,C
2023-07-23 19:38:47,42.0,45.2,0.03,0.11, 28, 47,C
2023-07-23 19:39:47,42.5,46.4,0.03,0.11, 28, 47,C
2023-07-23 19:40:47,40.2,42.5,0.03,0.11, 28, 47,C
2023-07-23 19:41:47,36.8,40.5,0.03,0.11, 28, 48,C
2023-07-23 19:42:47,31.6,34.7,0.03,0.11, 28, 48,C
