DATE,PM2.5,PM10,HCHO,TVOC,TEMP,HUMI,UNIT
2023-09-30 00:00:33, 0.9, 1.6,0.05,0.20, 85, 49,F
2023-09-30 00:01:33, 1.5, 2.8,0.05,0.20, 85, 49,F
2023-09-30 00:02:33, 1.4, 2.4,0.05,0.21, 85, 49,F
2023-09-30 00:03:33, 1.5, 2.7,0.05,0.20, 85, 49,F
2023-09-30 00:04:33, 1.3, 2.2,0.05,0.21, 85, 49,F
2023-09-30 00:05:33, 1.2, 2.2,0.05,0.21, 85, 51,F
2023-09-30 00:06:33, 1.2, 2.1,0.05,0.22, 85, 50,F
2023-09-30 00:07:33, 1.4, 2.4,0.05,0.22, 85, 51,F
2023-09-30 00:08:33, 1.5, 2.5,0.05,0.22, 85, 50,F
2023-09-30 00:09:33, 1.6, 2.9,0.05,0.23, 85, 51,F
2023-09-30 00:10:33, 1.5, 2.6,0.05,0.21, 85, 52,F
2023-09-30 00:11:33, 1.7, 3.0,0.05,0.18, 85, 53,F
2023-09-30 00:12:33, 1.7, 3.1,0.04,0.16, 85, 52,F
2023-09-30 00:13:33, 2.1, 3.7,0.03,0.14, 85, 52,F
2023-09-30 00:14:33, 1.6, 2.7,0.03,0.13, 85, 52,F
2023-09-30 00:15:33, 1.6, 2.8,0.03,0.13, 85, 51,F
2023-09-30 00:16:33, 1.4, 2.3,0.04,0.15, 85, 51,F
2023-09-30 00:17:33, 1.8, 3.2,0.04,0.15, 85, 51,F
2023-09-30 00:18:33, 1.6, 2.8,0.04,0.15, 85, 51,F
2023-09-30 00:19:33, 1.4, 2.5,0.04,0.16, 85, 51,F
2023-09-30 00:20:33, 1.6, 2.9,0.04,0.17, 85, 51,F
2023-09-30 00:21:33, 1.6, 2.8,0.04,0.15, 85, 49,F
2023-09-30 00:22:33, 1.3, 2.3,0.04,0.18, 85, 49,F
2023-09-30 00:23:33, 1.2, 2.2,0.05,0.19, 85, 49,F
2023-09-30 00:24:33, 1.2, 2.0,0.05,0.19, 85, 49,F
2023-09-30 00:25:33, 1.3, 2.4,0.05,0.20, 85, 50,F
2023-09-30 00:26:33, 1.4, 2.5,0.05,0.19, 85, 49,F
2023-09-30 00:27:33, 1.3, 2.1,0.05,0.21, 85, 49,F
2023-09-30 00:28:33, 1.3, 2.3,0.05,0.19, 85, 49,F
2023-09-30 00:29:33, 1.3, 2.2,0.05,0.21, 85, 50,F
2023-09-30 00:30:33, 1.2, 2.2,0.05,0.20, 85, 50,F
2023-09-30 00:31:33, 1.3, 2.3,0.05,0.22, 85, 50,F
2023-09-30 00:32:33, 1.6, 2.8,0.05,0.21, 85, 51,F
2023-09-30 00:33:33, 1.4, 2.4,0.05,0.21, 85, 51,F
2023-09-30 00:34:33, 1.3, 2.2,0.05,0.21, 85, 52,F
2023-09-30 00:35:33, 1.5, 2.8,0.05,0.20, 85, 52,F
2023-09-30 00:36:33, 1.9, 3.3,0.04,0.18, 85, 52,F
2023-09-30 00:37:33, 1.3, 2.5,0.04,0.16, 85, 52,F
2023-09-30 00:38:33, 1.8, 3.0,0.03,0.14, 85, 51,F
2023-09-30 00:39:33, 1.8, 3.1,0.03,0.14, 85, 50,F
2023-09-30 00:40:33, 1.5, 2.7,0.03,0.14, 85, 52,F
2023-09-30 00:41:33, 1.8, 3.2,0.04,0.14, 85, 50,F
2023-09-30 00:42:33, 1.5, 2.8,0.03,0.14, 85, 50,F
2023-09-30 00:43:33, 1.4, 2.6,0.04,0.14, 84, 50,F
2023-09-30 00:44:33, 1.7, 2.9,0.04,0.14, 84, 50,F
2023-09-30 00:45:33, 1.5, 2.7,0.04,0.15, 84, 51,F
2023-09-30 00:46:33, 2.0, 3.6,0.04,0.15, 84, 51,F
2023-09-30 00:47:33, 1.3, 2.3,0.04,0.15, 84, 50,F
2023-09-30 00:48:33, 1.2, 2.2,0.04,0.16, 84, 49,F
2023-09-30 00:49:33, 1.4, 2.4,0.04,0.16, 84, 49,F
2023-09-30 00:50:33, 1.5, 2.8,0.04,0.17, 84, 51,F
2023-09-30 00:51:33, 1.6, 2.8,0.04,0.17, 84, 50,F
2023-09-30 00:52:33, 1.6, 2.6,0.04,0.17, 84, 50,F
2023-09-30 00:53:33, 1.4, 2.3,0.04,0.17, 84, 50,F
2023-09-30 00:54:33, 1.6, 3.0,0.04,0.18, 84, 50,F
2023-09-30 00:55:33, 1.3, 2.1,0.04,0.18, 84, 50,F
2023-09-30 00:56:33, 1.4, 2.4,0.04,0.18, 84, 50,F
2023-09-30 00:57:33, 1.4, 2.4,0.04,0.18, 85, 51,F
2023-09-30 00:58:33, 1.3, 2.4,0.05,0.18, 85, 51,F
2023-09-30 00:59:33, 1.3, 2.4,0.05,0.18, 85, 52,F
2023-09-30 01:00:33, 1.3, 2.3,0.04,0.18, 85, 51,F
2023-09-30 01:01:33, 1.3, 2.3,0.04,0.17, 85, 52,F
2023-09-30 01:02:33, 1.7, 2.8,0.04,0.15, 85, 50,F
