DATE,PM2.5,PM10,HCHO,TVOC,TEMP,HUMI,UNIT
2023-09-20 00:00:52, 2.1, 3.7,0.04,0.15, 28, 43,C
2023-09-20 00:01:52, 1.6, 2.8,0.04,0.15, 28, 43,C
2023-09-20 00:02:52, 1.8, 3.1,0.04,0.14, 27, 43,C
2023-09-20 00:03:52, 1.9, 3.2,0.09,0.41, 27, 44,C
2023-09-20 00:04:52, 1.5, 2.6,0.05,0.23, 27, 44,C
2023-09-20 00:05:52, 1.3, 2.3,0.05,0.19, 27, 44,C
2023-09-20 00:06:52, 1.3, 2.3,0.04,0.18, 27, 43,C
2023-09-20 00:07:52, 1.3, 2.4,0.04,0.17, 27, 43,C
2023-09-20 00:08:52, 1.1, 2.0,0.04,0.17, 27, 43,C
2023-09-20 00:09:52, 1.2, 2.2,0.04,0.17, 27, 44,C
2023-09-20 00:10:52, 0.9, 1.5,0.04,0.17, 27, 44,C
2023-09-20 00:11:52, 1.0, 1.9,0.04,0.18, 27, 44,C
2023-09-20 00:12:52, 1.1, 1.8,0.04,0.18, 27, 45,C
2023-09-20 00:13:52, 1.0, 1.7,0.04,0.18, 27, 45,C
2023-09-20 00:14:52, 0.8, 1.4,0.04,0.17, 27, 45,C
2023-09-20 00:15:52, 0.7, 1.2,0.04,0.17, 27, 45,C
2023-09-20 00:16:52, 0.9, 1.5,0.04,0.17, 27, 45,C
2023-09-20 00:17:52, 0.9, 1.6,0.04,0.17, 27, 45,C
2023-09-20 00:18:52, 0.7, 1.3,0.04,0.17, 27, 45,C
2023-09-20 00:19:52, 0.9, 1.6,0.04,0.17, 27, 46,C
2023-09-20 00:20:52, 0.7, 1.0,0.04,0.17, 27, 46,C
2023-09-20 00:21:52, 0.6, 1.0,0.04,0.18, 27, 46,C
2023-09-20 00:22:52, 0.4, 0.7,0.04,0.18, 28, 46,C
2023-09-20 00:23:52, 0.8, 1.3,0.04,0.18, 28, 47,C
2023-09-20 00:24:52, 0.8, 1.1,0.04,0.18, 28, 47,C
2023-09-20 00:25:52, 3.5, 4.0,0.04,0.18, 28, 47,C
2023-09-20 00:26:52, 2.2, 2.8,0.04,0.18, 28, 47,C
2023-09-20 00:27:52, 0.7, 1.2,0.30,1.00, 28, 47,C
2023-09-20 00:28:52, 0.6, 1.0,0.10,0.48, 28, 47,C
2023-09-20 00:29:52, 0.5, 0.9,0.08,0.36, 28, 47,C
2023-09-20 00:30:52, 0.7, 1.3,0.06,0.26, 28, 47,C
2023-09-20 00:31:52, 0.5, 0.9,0.05,0.22, 28, 47,C
2023-09-20 00:32:52, 0.6, 1.1,0.05,0.20, 28, 47,C
2023-09-20 00:33:52, 0.4, 0.8,0.05,0.19, 28, 47,C
2023-09-20 00:34:52, 0.4, 0.7,0.05,0.19, 29, 47,C
2023-09-20 00:35:52, 0.4, 0.7,0.05,0.20, 29, 47,C
2023-09-20 00:36:52, 0.5, 0.8,0.05,0.20, 29, 47,C
2023-09-20 00:37:52, 0.3, 0.5,0.05,0.21, 29, 47,C
2023-09-20 00:38:52, 0.4, 0.8,0.05,0.21, 29, 47,C
2023-09-20 00:39:52, 0.6, 1.2,0.05,0.21, 29, 47,C
2023-09-20 00:40:52, 0.3, 0.4,0.05,0.20, 29, 47,C
2023-09-20 00:41:52, 0.4, 0.7,0.05,0.22, 29, 47,C
2023-09-20 00:42:52, 0.2, 0.4,0.05,0.21, 29, 47,C
2023-09-20 00:43:52, 0.3, 0.6,0.06,0.25, 29, 47,C
2023-09-20 00:44:52, 0.5, 0.9,0.05,0.23, 30, 47,C
2023-09-20 00:45:52, 0.4, 0.7,0.05,0.19, 30, 47,C
2023-09-20 00:46:52, 0.5, 0.8,0.05,0.18, 30, 47,C
2023-09-20 00:47:52, 0.2, 0.4,0.05,0.18, 30, 47,C
2023-09-20 00:48:52, 0.4, 0.7,0.05,0.18, 30, 47,C
2023-09-20 00:49:52, 0.4, 0.6,0.05,0.19, 30, 48,C
2023-09-20 00:50:52, 0.4, 0.6,0.05,0.19, 30, 48,C
2023-09-20 00:51:52, 0.3, 0.5,0.05,0.19, 30, 48,C
2023-09-20 00:52:52, 0.3, 0.5,0.05,0.19, 30, 48,C
2023-09-20 00:53:52, 0.3, 0.4,0.05,0.19, 30, 48,C
2023-09-20 00:54:52, 0.3, 0.4,0.05,0.20, 30, 48,C
2023-09-20 00:55:52, 0.2, 0.5,0.05,0.19, 30, 47,C
2023-09-20 01:47:43, 0.4, 0.6,0.05,0.21, 26, 52,C
2023-09-20 01:48:43, 0.8, 1.3,0.07,0.33, 26, 51,C
2023-09-20 01:49:43, 0.4, 0.7,0.14,0.60, 26, 52,C
2023-09-20 01:50:43, 0.5, 0.7,0.06,0.27, 27, 51,C
2023-09-20 01:51:43, 0.4, 0.7,0.04,0.17, 27, 51,C
2023-09-20 01:52:43, 0.4, 0.7,0.04,0.15, 27, 50,C
2023-09-20 01:53:43, 0.6, 1.0,0.04,0.15, 27, 50,C
2023-09-20 01:54:43, 0.5, 0.8,0.04,0.15, 27, 50,C
2023-09-20 01:55:43, 0.7, 0.7,0.04,0.14, 28, 49,C
2023-09-20 01:56:43,26.0,26.3,0.03,0.13, 28, 49,C
2023-09-20 01:57:43,34.8,35.3,0.03,0.13, 28, 48,C
2023-09-20 01:58:43,22.3,22.4,0.03,0.13, 28, 48,C
2023-09-20 01:59:43,13.4,18.3,0.04,0.14, 28, 47,C
2023-09-20 02:00:43, 0.6, 1.0,0.04,0.14, 28, 47,C
2023-09-20 02:01:43, 0.5, 0.8,0.04,0.14, 28, 47,C
2023-09-20 02:02:43, 0.5, 1.0,0.04,0.15, 28, 47,C
2023-09-20 02:03:43, 0.5, 0.9,0.04,0.15, 28, 47,C
2023-09-20 02:04:43, 0.4, 0.7,0.04,0.15, 28, 46,C
2023-09-20 02:05:43, 0.6, 1.0,0.04,0.15, 28, 46,C
2023-09-20 02:06:43, 0.5, 0.7,0.04,0.15, 28, 46,C
2023-09-20 02:07:43, 0.7, 1.1,0.04,0.15, 28, 46,C
2023-09-20 02:08:43, 0.8, 1.2,0.04,0.15, 28, 46,C
2023-09-20 02:09:43, 0.8, 1.3,0.04,0.15, 28, 46,C
2023-09-20 02:10:43, 0.7, 1.1,0.04,0.15, 28, 46,C
2023-09-20 02:11:43, 0.6, 0.9,0.04,0.15, 28, 46,C
2023-09-20 02:12:43, 0.5, 0.8,0.04,0.16, 28, 46,C
2023-09-20 02:13:43, 0.4, 0.8,0.04,0.16, 28, 46,C
2023-09-20 02:14:43, 0.5, 0.7,0.04,0.16, 28, 46,C
2023-09-20 02:15:43, 0.7, 1.3,0.04,0.16, 28, 46,C
2023-09-20 02:16:43, 0.6, 1.1,0.04,0.17, 28, 47,C
2023-09-20 02:17:43, 0.4, 0.8,0.04,0.18, 28, 47,C
2023-09-20 02:18:43, 0.6, 1.0,0.04,0.18, 28, 47,C
2023-09-20 02:19:43, 0.4, 0.8,0.04,0.18, 28, 47,C
2023-09-20 02:20:43, 0.5, 0.9,0.04,0.18, 28, 48,C
2023-09-20 02:21:43, 0.5, 0.9,0.05,0.18, 28, 48,C
2023-09-20 02:22:43, 0.7, 1.3,0.04,0.18, 28, 48,C
2023-09-20 02:23:43, 0.6, 1.1,0.05,0.18, 28, 48,C
2023-09-20 02:24:43, 0.7, 1.3,0.05,0.18, 28, 49,C
2023-09-20 02:25:43, 0.6, 1.0,0.05,0.18, 29, 49,C
2023-09-20 02:26:43, 0.4, 0.7,0.04,0.18, 29, 49,C
2023-09-20 02:27:43, 0.6, 0.9,0.05,0.18, 29, 49,C
2023-09-20 02:28:43, 0.5, 1.0,0.04,0.18, 29, 49,C
2023-09-20 02:29:43, 0.5, 0.9,0.04,0.18, 29, 49,C
2023-09-20 02:30:43, 0.5, 1.0,0.04,0.18, 29, 50,C
2023-09-20 02:31:43, 0.5, 0.8,0.04,0.18, 29, 49,C
2023-09-20 02:32:43, 0.6, 1.1,0.04,0.15, 29, 48,C
2023-09-20 02:33:43, 0.4, 0.8,0.04,0.14, 29, 47,C
2023-09-20 02:34:43, 0.6, 1.1,0.04,0.14, 29, 47,C
2023-09-20 02:35:43, 0.4, 0.7,0.04,0.15, 29, 47,C
2023-09-20 02:36:43, 0.5, 0.9,0.04,0.16, 29, 47,C
2023-09-20 02:37:43, 0.6, 1.1,0.04,0.16, 29, 47,C
2023-09-20 02:38:43, 0.5, 0.7,0.04,0.16, 28, 47,C
2023-09-20 02:39:43, 0.6, 1.1,0.04,0.16, 28, 47,C
2023-09-20 02:40:43, 0.5, 1.0,0.04,0.16, 28, 47,C
